Gasage (yr BP) ,co2 (ppmv),year,Gasage (yr BP),co2 (ppmv) Luthi
22650.8,188.49,-20700.8,22650.8,
22749.3,190.01,-20799.3,22749.3,
22833.6,186.13,-20883.6,22833.6,
22994.0,189.4,-21044.0,22994.0,
23013.8,190.53,-21063.8,23013.8,
23107.3,190.08,-21157.3,23107.3,
23185.0,188.6,-21235.0,23185.0,
23276.7,197.67,-21326.7,23276.7,
23358.4,193.53,-21408.4,23358.4,
23445.2,186.78,-21495.2,23445.2,
23600.5,187.99,-21650.5,23600.5,
23873.8,183.13,-21923.8,23873.8,
24077.7,184.68,-22127.7,24077.7,
24269.8,186.73,-22319.8,24269.8,
24643.6,180.57,-22693.6,24643.6,
25163.6,180.69,-23213.6,25163.6,
25351.1,182.66,-23401.1,25351.1,
25543.6,183.38,-23593.6,25543.6,
25786.0,186.54,-23836.0,25786.0,
26016.0,184.52,-24066.0,26016.0,
26254.5,184.57,-24304.5,26254.5,
26315.0,183.77,-24365.0,26315.0,
26460.7,186.01,-24510.7,26460.7,
26537.1,185.51,-24587.1,26537.1,
26703.7,185.44,-24753.7,26703.7,
26857.8,186.43,-24907.8,26857.8,
26954.9,188.08,-25004.9,26954.9,
27042.0,187.39,-25092.0,27042.0,
27084.8,186.27,-25134.8,27084.8,
27170.2,194.93,-25220.2,27170.2,
27280.1,190.06,-25330.1,27280.1,
27441.9,191.95,-25491.9,27441.9,
27502.8,191.23,-25552.8,27502.8,
27549.7,191.53,-25599.7,27549.7,
27586.4,191.95,-25636.4,27586.4,
27661.3,191.46,-25711.3,27661.3,
27687.0,192.71,-25737.0,27687.0,
27714.1,190.61,-25764.1,27714.1,
27718.6,189.3,-25768.6,27718.6,
27820.7,187.59,-25870.7,27820.7,
27866.4,190.58,-25916.4,27866.4,
27885.0,189.28,-25935.0,27885.0,
27927.1,188.99,-25977.1,27927.1,
27973.2,189.29,-26023.2,27973.2,
28097.3,189.96,-26147.3,28097.3,
28214.1,191.82,-26264.1,28214.1,
28271.6,191.59,-26321.6,28271.6,
28369.7,192.63,-26419.7,28369.7,
28413.9,189.16,-26463.9,28413.9,
28426.9,189.65,-26476.9,28426.9,
28577.4,193.1,-26627.4,28577.4,
28626.4,192.82,-26676.4,28626.4,
28724.3,193.8,-26774.3,28724.3,
28841.9,193.89,-26891.9,28841.9,
28902.7,192.69,-26952.7,28902.7,
28948.6,193.26,-26998.6,28948.6,
29008.9,192.87,-27058.9,29008.9,
29150.7,192.26,-27200.7,29150.7,
29205.3,188.1,-27255.3,29205.3,
29249.6,192.39,-27299.6,29249.6,
29323.9,191.01,-27373.9,29323.9,
29366.1,189.83,-27416.1,29366.1,
29410.2,189.21,-27460.2,29410.2,
29609.2,189.24,-27659.2,29609.2,
29681.2,189.77,-27731.2,29681.2,
29742.8,191.28,-27792.8,29742.8,
29837.8,190.97,-27887.8,29837.8,
29952.1,191.38,-28002.1,29952.1,
29999.0,191.57,-28049.0,29999.0,
30101.5,188.25,-28151.5,30101.5,
30181.7,188.48,-28231.7,30181.7,
30277.9,186.52,-28327.9,30277.9,
30312.7,185.99,-28362.7,30312.7,
30400.5,184.3,-28450.5,30400.5,
30528.8,182.94,-28578.8,30528.8,
30713.0,187.14,-28763.0,30713.0,
30775.7,190.33,-28825.7,30775.7,
31105.2,188.0,-29155.2,31105.2,
31356.4,188.48,-29406.4,31356.4,
31524.1,189.95,-29574.1,31524.1,
31792.1,193.71,-29842.1,31792.1,
31818.4,192.93,-29868.4,31818.4,
31933.9,192.51,-29983.9,31933.9,
32026.9,193.33,-30076.9,32026.9,
32079.6,193.91,-30129.6,32079.6,
32147.5,196.42,-30197.5,32147.5,
32150.6,196.91,-30200.6,32150.6,
32307.9,192.47,-30357.9,32307.9,
32361.2,195.25,-30411.2,32361.2,
32434.8,194.11,-30484.8,32434.8,
32511.1,194.61,-30561.1,32511.1,
32594.6,194.43,-30644.6,32594.6,
32677.8,195.08,-30727.8,32677.8,
32714.1,195.94,-30764.1,32714.1,
32813.1,199.3,-30863.1,32813.1,
32880.9,196.7,-30930.9,32880.9,
33009.0,196.33,-31059.0,33009.0,
33148.3,197.65,-31198.300000000003,33148.3,
33417.5,196.9,-31467.5,33417.5,
33491.4,197.13,-31541.4,33491.4,
33555.3,197.8,-31605.300000000003,33555.3,
33758.1,200.03,-31808.1,33758.1,
33841.0,195.63,-31891.0,33841.0,
33885.7,195.27,-31935.699999999997,33885.7,
33907.5,194.46,-31957.5,33907.5,
33925.9,194.47,-31975.9,33925.9,
33957.0,196.47,-32007.0,33957.0,
33991.5,195.41,-32041.5,33991.5,
34064.2,195.93,-32114.199999999997,34064.2,
34190.3,194.89,-32240.300000000003,34190.3,
34250.8,195.79,-32300.800000000003,34250.8,
34312.8,196.27,-32362.800000000003,34312.8,
34334.4,196.2,-32384.4,34334.4,
34556.9,199.65,-32606.9,34556.9,
34602.6,199.49,-32652.6,34602.6,
34620.0,200.29,-32670.0,34620.0,
34647.8,198.89,-32697.800000000003,34647.8,
34710.6,197.16,-32760.6,34710.6,
34825.6,202.8,-32875.6,34825.6,
34866.8,203.09,-32916.8,34866.8,
35089.6,198.78,-33139.6,35089.6,
35165.8,203.6,-33215.8,35165.8,
35281.7,205.38,-33331.7,35281.7,
35337.0,204.47,-33387.0,35337.0,
35359.4,203.62,-33409.4,35359.4,
35383.0,201.36,-33433.0,35383.0,
35445.8,200.3,-33495.8,35445.8,
35497.1,201.06,-33547.1,35497.1,
35508.5,202.04,-33558.5,35508.5,
35530.7,201.89,-33580.7,35530.7,
35568.0,201.83,-33618.0,35568.0,
35672.5,201.81,-33722.5,35672.5,
35701.6,200.5,-33751.6,35701.6,
35854.6,203.29,-33904.6,35854.6,
35948.3,198.8,-33998.3,35948.3,
36086.5,204.12,-34136.5,36086.5,
36173.1,201.78,-34223.1,36173.1,
36261.8,200.09,-34311.8,36261.8,
36506.3,198.96,-34556.3,36506.3,
36591.8,205.1,-34641.8,36591.8,
36669.6,203.77,-34719.6,36669.6,
36712.8,203.75,-34762.8,36712.8,
36820.2,202.76,-34870.2,36820.2,
36939.8,203.51,-34989.8,36939.8,
37023.4,206.36,-35073.4,37023.4,
37118.6,210.16,-35168.6,37118.6,
37143.2,207.35,-35193.2,37143.2,
37296.5,208.25,-35346.5,37296.5,
37302.0,209.66,-35352.0,37302.0,
37338.1,206.59,-35388.1,37338.1,
37431.0,212.51,-35481.0,37431.0,
37461.3,209.84,-35511.3,37461.3,
37618.6,214.3,-35668.6,37618.6,
37647.5,212.14,-35697.5,37647.5,
37777.2,212.09,-35827.2,37777.2,
37895.0,214.21,-35945.0,37895.0,
38000.3,211.21,-36050.3,38000.3,
38088.5,214.36,-36138.5,38088.5,
38165.6,208.34,-36215.6,38165.6,
38192.4,206.52,-36242.4,38192.4,
38284.2,207.41,-36334.2,38284.2,
38359.2,208.0,-36409.2,38359.2,
38412.8,210.79,-36462.8,38412.8,
38472.9,207.23,-36522.9,38472.9,
38533.2,210.08,-36583.2,38533.2,
38573.6,208.23,-36623.6,38573.6,
38621.8,204.79,-36671.8,38621.8,
38670.8,204.46,-36720.8,38670.8,
38723.4,206.54,-36773.4,38723.4,
38812.6,206.09,-36862.6,38812.6,
38874.7,205.65,-36924.7,38874.7,
38955.6,205.99,-37005.6,38955.6,
38976.8,202.34,-37026.8,38976.8,
39053.6,204.28,-37103.6,39053.6,
39120.5,207.32,-37170.5,39120.5,
39265.7,208.69,-37315.7,39265.7,
39303.2,209.5,-37353.2,39303.2,
39319.9,209.33,-37369.9,39319.9,
39339.8,207.87,-37389.8,39339.8,
39379.4,204.78,-37429.4,39379.4,
39402.9,191.53,-37452.9,39402.9,
39454.4,198.14,-37504.4,39454.4,
39515.4,200.4,-37565.4,39515.4,
39621.0,195.7,-37671.0,39621.0,
39709.2,196.67,-37759.2,39709.2,
39757.1,193.58,-37807.1,39757.1,
39885.0,193.87,-37935.0,39885.0,
39900.5,197.55,-37950.5,39900.5,
40042.7,192.6,-38092.7,40042.7,
40112.1,193.08,-38162.1,40112.1,
40145.3,193.69,-38195.3,40145.3,
40308.4,197.9,-38358.4,40308.4,
40485.95,201.32,-38535.95,40485.95,
40553.44,201.48,-38603.44,40553.44,
40754.3,200.47,-38804.3,40754.3,
40907.39,200.97,-38957.39,40907.39,
41167.9,201.53,-39217.9,41167.9,
41303.59,204.19,-39353.59,41303.59,
41605.97,205.49,-39655.97,41605.97,
41759.21,201.12,-39809.21,41759.21,
41900.69,199.89,-39950.69,41900.69,
42315.82,200.9,-40365.82,42315.82,
42628.3,204.83,-40678.3,42628.3,
42849.87,206.35,-40899.87,42849.87,
42968.08,204.26,-41018.08,42968.08,
43171.89,203.16,-41221.89,43171.89,
43350.66,201.66,-41400.66,43350.66,
43515.82,204.22,-41565.82,43515.82,
43661.16,203.18,-41711.16,43661.16,
43809.01,201.69,-41859.01,43809.01,
44095.2,204.31,-42145.2,44095.2,
44204.45,202.0,-42254.45,44204.45,
44350.47,206.22,-42400.47,44350.47,
44490.5,204.83,-42540.5,44490.5,
44655.54,212.29,-42705.54,44655.54,
44816.01,210.44,-42866.01,44816.01,
44996.16,211.49,-43046.16,44996.16,
45142.02,207.95,-43192.02,45142.02,
45280.39,213.92,-43330.39,45280.39,
45460.32,214.5,-43510.32,45460.32,
45696.06,217.51,-43746.06,45696.06,
45877.11,222.72,-43927.11,45877.11,
46057.33,221.77,-44107.33,46057.33,
46181.26,219.25,-44231.26,46181.26,
46308.55,218.35,-44358.55,46308.55,
46635.9,216.42,-44685.9,46635.9,
46746.44,214.18,-44796.44,46746.44,
46887.94,210.84,-44937.94,46887.94,
47086.28,210.27,-45136.28,47086.28,
47314.98,207.6,-45364.98,47314.98,
47524.36,204.26,-45574.36,47524.36,
47710.39,203.79,-45760.39,47710.39,
47943.75,205.66,-45993.75,47943.75,
48223.18,206.18,-46273.18,48223.18,
48427.86,200.98,-46477.86,48427.86,
48987.95,201.58,-47037.95,48987.95,
49302.98,200.12,-47352.98,49302.98,
49462.66,204.06,-47512.66,49462.66,
49728.32,203.87,-47778.32,49728.32,
50006.51,204.38,-48056.51,50006.51,
50220.55,206.74,-48270.55,50220.55,
50527.41,207.41,-48577.41,50527.41,
51029.17,207.64,-49079.17,51029.17,
51431.45,211.57,-49481.45,51431.45,
51779.53,215.08,-49829.53,51779.53,
52086.82,213.82,-50136.82,52086.82,
52384.78,219.08,-50434.78,52384.78,
52573.68,220.72,-50623.68,52573.68,
52800.74,221.15,-50850.74,52800.74,
53108.25,223.72,-51158.25,53108.25,
53400.45,223.26,-51450.45,53400.45,
53806.25,221.14,-51856.25,53806.25,
54156.6,220.37,-52206.6,54156.6,
54387.13,217.96,-52437.13,54387.13,
54694.61,213.89,-52744.61,54694.61,
55014.49,216.86,-53064.49,55014.49,
55293.46,208.19,-53343.46,55293.46,
55553.13,214.78,-53603.13,55553.13,
55909.54,210.27,-53959.54,55909.54,
56237.13,207.67,-54287.13,56237.13,
56503.58,212.44,-54553.58,56503.58,
57210.94,215.7,-55260.94,57210.94,
57476.27,217.38,-55526.27,57476.27,
57843.72,223.72,-55893.72,57843.72,
58217.01,224.35,-56267.01,58217.01,
58433.32,223.15,-56483.32,58433.32,
59105.07,231.29,-57155.07,59105.07,
59380.41,226.35,-57430.41,59380.41,
59733.47,223.45,-57783.47,59733.47,
60109.88,216.66,-58159.88,60109.88,
60373.06,212.87,-58423.06,60373.06,
60516.63,217.25,-58566.63,60516.63,
60817.62,213.78,-58867.62,60817.62,
61060.88,207.95,-59110.88,61060.88,
61234.84,210.57,-59284.84,61234.84,
61554.11,210.9,-59604.11,61554.11,
61900.72,206.38,-59950.72,61900.72,
62552.01,202.56,-60602.01,62552.01,
62774.57,202.71,-60824.57,62774.57,
62960.9,200.15,-61010.9,62960.9,
63555.79,197.4,-61605.79,63555.79,
63896.88,197.24,-61946.88,63896.88,
64113.78,199.73,-62163.78,64113.78,
64657.29,203.7,-62707.29,64657.29,
64867.42,201.67,-62917.42,64867.42,
65046.72,199.17,-63096.72,65046.72,
65546.45,208.98,-63596.45,65546.45,
65764.51,198.17,-63814.509999999995,65764.51,
65937.23,200.59,-63987.229999999996,65937.23,
66439.31,204.39,-64489.31,66439.31,
66959.71,207.21,-65009.71000000001,66959.71,
67314.59,201.14,-65364.59,67314.59,
67729.68,203.76,-65779.68,67729.68,
68146.19,200.17,-66196.19,68146.19,
68619.99,203.43,-66669.99,68619.99,
69081.53,205.42,-67131.53,69081.53,
69592.02,211.26,-67642.02,69592.02,
70052.16,215.55,-68102.16,70052.16,
70427.26,220.33,-68477.26,70427.26,
70928.87,225.17,-68978.87,70928.87,
71279.17,235.02,-69329.17,71279.17,
71693.65,237.56,-69743.65,71693.65,
72092.81,239.46,-70142.81,72092.81,
72490.15,232.79,-70540.15,72490.15,
72866.04,232.33,-70916.04,72866.04,
73219.32,230.89,-71269.32,73219.32,
73750.96,232.74,-71800.96,73750.96,
74221.48,231.33,-72271.48,74221.48,
74525.65,241.24,-72575.65,74525.65,
75067.95,243.27,-73117.95,75067.95,
75545.13,249.52,-73595.13,75545.13,
75850.65,249.94,-73900.65,75850.65,
76247.47,239.34,-74297.47,76247.47,
76696.74,238.01,-74746.74,76696.74,
77056.48,231.68,-75106.48,77056.48,
77615.92,224.92,-75665.92,77615.92,
78080.75,226.65,-76130.75,78080.75,
78507.95,224.14,-76557.95,78507.95,
78969.54,227.3,-77019.54,78969.54,
79410.36,229.26,-77460.36,79410.36,
79877.76,234.74,-77927.76,79877.76,
80330.36,230.6,-78380.36,80330.36,
80721.79,233.92,-78771.79,80721.79,
81206.94,230.33,-79256.94,81206.94,
81711.43,234.13,-79761.43,81711.43,
82068.79,238.89,-80118.79,82068.79,
82526.72,240.87,-80576.72,82526.72,
82988.26,246.32,-81038.26,82988.26,
83554.11,247.1,-81604.11,83554.11,
83940.9,250.79,-81990.9,83940.9,
84357.44,243.16,-82407.44,84357.44,
84936.77,238.42,-82986.77,84936.77,
85367.47,234.69,-83417.47,85367.47,
85890.69,228.76,-83940.69,85890.69,
86498.32,223.38,-84548.32,86498.32,
87027.64,221.06,-85077.64,87027.64,
87581.18,223.63,-85631.18,87581.18,
88136.18,217.8,-86186.18,88136.18,
88701.05,223.99,-86751.05,88701.05,
89244.72,227.38,-87294.72,89244.72,
89696.26,228.88,-87746.26,89696.26,
90317.29,229.74,-88367.29,90317.29,
90834.02,231.56,-88884.02,90834.02,
91445.03,231.12,-89495.03,91445.03,
91949.74,233.74,-89999.74,91949.74,
92667.82,232.46,-90717.82,92667.82,
93424.71,235.16,-91474.71,93424.71,
93823.21,238.21,-91873.21,93823.21,
94568.55,242.41,-92618.55,94568.55,
95234.11,242.91,-93284.11,95234.11,
95921.48,246.2,-93971.48,95921.48,
96474.88,245.76,-94524.88,96474.88,
97270.89,242.35,-95320.89,97270.89,
97927.46,239.86,-95977.46,97927.46,
98583.72,243.18,-96633.72,98583.72,
99361.42,242.99,-97411.42,99361.42,
100076.85,245.63,-98126.85,100076.85,
100543.18,247.87,-98593.18,100543.18,
101325.68,244.76,-99375.68,101325.68,
101971.89,240.07,-100021.89,101971.89,
102764.78,237.07,-100814.78,102764.78,
103308.74,240.68,-101358.74,103308.74,
104274.33,247.76,-102324.33,104274.33,
104331.23,238.88,-102381.23,104331.23,
104966.45,242.36,-103016.45,104966.45,
105507.15,248.78,-103557.15,105507.15,
105989.87,257.58,-104039.87,105989.87,
106256.38,241.4,-104306.38,106256.38,
106368.25,244.83,-104418.25,106368.25,
106974.82,240.34,-105024.82,106974.82,
108401.91,236.43,-106451.91,108401.91,
109129.42,244.44,-107179.42,109129.42,
109839.97,244.13,-107889.97,109839.97,
110555.36,246.69,-108605.36,110555.36,
111876.8,257.93,-109926.8,111876.8,
112636.06,256.79,-110686.06,112636.06,
112941.73,263.12,-110991.73,112941.73,
113119.27,264.75,-111169.27,113119.27,
113678.64,260.58,-111728.64,113678.64,
114250.0,267.9,-112300.0,114250.0,
114815.39,275.07,-112865.39,114815.39,
115446.67,276.96,-113496.67,115446.67,
115908.58,273.16,-113958.58,115908.58,
116475.58,273.63,-114525.58,116475.58,
117185.55,274.03,-115235.55,117185.55,
117619.36,274.98,-115669.36,117619.36,
118658.27,277.72,-116708.27,118658.27,
119242.52,267.74,-117292.52,119242.52,
119715.5,274.59,-117765.5,119715.5,
120144.12,268.73,-118194.12,120144.12,
120542.91,276.82,-118592.91,120542.91,
121426.02,279.48,-119476.02,121426.02,
121841.97,276.61,-119891.97,121841.97,
122100.0,278.25,-120150.0,122100.0,
122292.36,279.0,-120342.36,122292.36,
123013.95,279.16,-121063.95,123013.95,
123630.91,274.6,-121680.91,123630.91,
123959.48,275.87,-122009.48,123959.48,
124404.52,281.54,-122454.52,124404.52,
124817.45,275.52,-122867.45,124817.45,
125292.63,276.81,-123342.63,125292.63,
126013.7,275.15,-124063.7,126013.7,
126699.91,273.02,-124749.91,126699.91,
126962.03,274.93,-125012.03,126962.03,
127313.83,275.78,-125363.83,127313.83,
127503.55,276.88,-125553.55,127503.55,
128024.48,276.03,-126074.48,128024.48,
128172.67,280.72,-126222.67,128172.67,
128466.73,285.76,-126516.73,128466.73,
128878.0,271.08,-126928.0,128878.0,
129078.04,268.44,-127128.04,129078.04,
129655.64,260.61,-127705.64,129655.64,
130373.03,251.84,-128423.03,130373.03,
130818.36,250.84,-128868.36,130818.36,
131322.2,241.13,-129372.20000000001,131322.2,
131976.24,232.28,-130026.23999999999,131976.24,
132709.88,228.0,-130759.88,132709.88,
132931.96,224.63,-130981.95999999999,132931.96,
133775.81,222.74,-131825.81,133775.81,
134522.28,212.43,-132572.28,134522.28,
136565.55,203.74,-134615.55,136565.55,
137763.42,199.18,-135813.42,137763.42,
138834.3,198.55,-136884.3,138834.3,
139949.97,192.75,-137999.97,139949.97,
142360.56,196.51,-140410.56,142360.56,
143651.3,194.59,-141701.3,143651.3,
144799.59,196.02,-142849.59,144799.59,
146108.24,193.59,-144158.24,146108.24,
148233.47,195.81,-146283.47,148233.47,
149466.15,201.78,-147516.15,149466.15,
150594.88,202.51,-148644.88,150594.88,
151444.85,202.35,-149494.85,151444.85,
153774.66,198.78,-151824.66,153774.66,
154889.13,196.3,-152939.13,154889.13,
156306.82,189.38,-154356.82,156306.82,
158666.0,189.0,-156716.0,158666.0,
159716.0,185.5,-157766.0,159716.0,
160155.0,187.5,-158205.0,160155.0,
163858.0,204.3,-161908.0,163858.0,
164334.65,196.5,-162384.65,164334.65,
166143.0,191.6,-164193.0,166143.0,
166784.0,190.1,-164834.0,166784.0,
167914.1,186.7,-165964.1,167914.1,
168745.5,183.8,-166795.5,168745.5,
169514.4,196.6,-167564.4,169514.4,
171939.0,197.8,-169989.0,171939.0,
174442.0,197.7,-172492.0,174442.0,
175833.35,196.0,-173883.35,175833.35,
176853.0,190.3,-174903.0,176853.0,
177533.93,189.4,-175583.93,177533.93,
177729.5,190.1,-175779.5,177729.5,
179873.0,207.7,-177923.0,179873.0,
181302.0,213.2,-179352.0,181302.0,
182196.0,217.7,-180246.0,182196.0,
183258.0,198.1,-181308.0,183258.0,
184371.0,199.7,-182421.0,184371.0,
186411.0,203.4,-184461.0,186411.0,
188437.0,210.7,-186487.0,188437.0,
189806.5,231.3,-187856.5,189806.5,
191254.5,231.4,-189304.5,191254.5,
191964.08,220.3,-190014.08,191964.08,
193074.5,218.0,-191124.5,193074.5,
195126.5,226.5,-193176.5,195126.5,
195799.5,220.0,-193849.5,195799.5,
197587.35,226.4,-195637.35,197587.35,
198327.45,241.2,-196377.45,198327.45,
198938.0,242.6,-196988.0,198938.0,
201752.0,250.9,-199802.0,201752.0,
202744.5,239.1,-200794.5,202744.5,
203842.0,247.6,-201892.0,203842.0,
205203.28,244.4,-203253.28,205203.28,
205575.76,231.9,-203625.76,205575.76,
205944.58,232.2,-203994.58,205944.58,
206359.94,228.6,-204409.94,206359.94,
206896.85,226.3,-204946.85,206896.85,
207240.3,229.4,-205290.3,207240.3,
207622.89,231.4,-205672.89,207622.89,
208108.78,238.1,-206158.78,208108.78,
208274.53,237.2,-206324.53,208274.53,
208821.57,230.0,-206871.57,208821.57,
209082.26,240.5,-207132.26,209082.26,
209445.04,242.2,-207495.04,209445.04,
209966.09,244.6,-208016.09,209966.09,
210175.17,243.9,-208225.17,210175.17,
210832.07,247.2,-208882.07,210832.07,
211058.47,252.0,-209108.47,211058.47,
211577.84,246.9,-209627.84,211577.84,
212078.75,239.5,-210128.75,212078.75,
212533.08,257.4,-210583.08,212533.08,
213330.35,243.4,-211380.35,213330.35,
214158.81,251.2,-212208.81,214158.81,
215080.75,241.4,-213130.75,215080.75,
215912.34,240.3,-213962.34,215912.34,
216306.15,242.6,-214356.15,216306.15,
216864.97,247.5,-214914.97,216864.97,
217415.64,251.7,-215465.64,217415.64,
217694.96,251.1,-215744.96,217694.96,
218200.79,245.3,-216250.79,218200.79,
219067.61,240.5,-217117.61,219067.61,
220935.62,214.1,-218985.62,220935.62,
221697.46,216.1,-219747.46,221697.46,
222539.58,207.1,-220589.58,222539.58,
223129.04,208.8,-221179.04,223129.04,
224271.51,205.6,-222321.51,224271.51,
226259.83,203.3,-224309.83,226259.83,
226849.84,215.7,-224899.84,226849.84,
227719.98,235.5,-225769.98,227719.98,
228439.42,234.5,-226489.42,228439.42,
228766.99,233.1,-226816.99,228766.99,
229572.05,224.5,-227622.05,229572.05,
231129.66,232.4,-229179.66,231129.66,
232191.77,233.9,-230241.77,232191.77,
232856.06,241.6,-230906.06,232856.06,
235990.86,245.2,-234040.86,235990.86,
236426.01,252.1,-234476.01,236426.01,
236850.8,241.4,-234900.8,236850.8,
237391.66,247.4,-235441.66,237391.66,
237905.53,243.1,-235955.53,237905.53,
238425.34,239.1,-236475.34,238425.34,
239008.26,245.6,-237058.26,239008.26,
239387.04,245.8,-237437.04,239387.04,
239738.66,247.4,-237788.66,239738.66,
240190.37,252.8,-238240.37,240190.37,
241333.05,259.7,-239383.05,241333.05,
241855.4,263.2,-239905.4,241855.4,
242685.46,279.0,-240735.46,242685.46,
243138.52,280.2,-241188.52,243138.52,
244121.77,263.7,-242171.77,244121.77,
244582.34,252.3,-242632.34,244582.34,
245057.01,249.9,-243107.01,245057.01,
245564.0,236.7,-243614.0,245564.0,
246188.81,230.4,-244238.81,246188.81,
246870.49,219.4,-244920.49,246870.49,
249099.87,214.7,-247149.87,249099.87,
251390.57,200.2,-249440.57,251390.57,
252132.26,213.9,-250182.26,252132.26,
252953.72,195.4,-251003.72,252953.72,
253756.68,196.7,-251806.68,253756.68,
254587.11,195.4,-252637.11,254587.11,
256298.66,199.0,-254348.66,256298.66,
257060.59,201.9,-255110.59,257060.59,
257908.07,204.0,-255958.07,257908.07,
259396.9,203.9,-257446.9,259396.9,
260894.24,209.6,-258944.24,260894.24,
261293.92,205.7,-259343.92,261293.92,
262054.58,208.9,-260104.58,262054.58,
262817.1,214.6,-260867.09999999998,262817.1,
264583.76,228.1,-262633.76,264583.76,
266134.45,199.9,-264184.45,266134.45,
267007.0,211.7,-265057.0,267007.0,
268257.83,188.7,-266307.83,268257.83,
268995.5,187.2,-267045.5,268995.5,
269940.47,194.2,-267990.47,269940.47,
271036.04,198.8,-269086.04,271036.04,
272149.64,184.7,-270199.64,272149.64,
273165.83,190.4,-271215.83,273165.83,
274164.08,193.9,-272214.08,274164.08,
275154.64,194.1,-273204.64,275154.64,
276257.72,198.4,-274307.72,276257.72,
277443.0,193.2,-275493.0,277443.0,
278590.91,202.2,-276640.91,278590.91,
279619.05,204.5,-277669.05,279619.05,
280558.95,211.0,-278608.95,280558.95,
281400.74,215.3,-279450.74,281400.74,
282592.89,223.7,-280642.89,282592.89,
284434.68,231.3,-282484.68,284434.68,
285931.32,228.0,-283981.32,285931.32,
286609.96,226.4,-284659.96,286609.96,
287443.86,231.4,-285493.86,287443.86,
287820.05,230.4,-285870.05,287820.05,
288286.43,231.0,-286336.43,288286.43,
290184.5,234.9,-288234.5,290184.5,
290863.79,220.4,-288913.79,290863.79,
291562.87,217.1,-289612.87,291562.87,
292818.31,207.6,-290868.31,292818.31,
293650.74,206.0,-291700.74,293650.74,
294455.29,206.7,-292505.29,294455.29,
295364.23,212.7,-293414.23,295364.23,
296828.87,213.1,-294878.87,296828.87,
298704.62,217.1,-296754.62,298704.62,
299376.28,224.4,-297426.28,299376.28,
300115.87,231.0,-298165.87,300115.87,
301025.62,236.1,-299075.62,301025.62,
302084.19,239.0,-300134.19,302084.19,
303116.0,236.0,-301166.0,303116.0,
304100.92,240.2,-302150.92,304100.92,
305099.81,240.7,-303149.81,305099.81,
305778.15,250.2,-303828.15,305778.15,
306581.12,248.6,-304631.12,306581.12,
307463.27,244.8,-305513.27,307463.27,
308325.7,225.8,-306375.7,308325.7,
309423.73,227.8,-307473.73,309423.73,
310010.98,226.2,-308060.98,310010.98,
310776.1,233.2,-308826.1,310776.1,
311670.03,237.8,-309720.03,311670.03,
312593.43,239.0,-310643.43,312593.43,
313343.13,241.9,-311393.13,313343.13,
314051.85,251.6,-312101.85,314051.85,
314836.21,256.7,-312886.21,314836.21,
315657.52,257.1,-313707.52,315657.52,
316450.72,246.8,-314500.72,316450.72,
317149.87,272.6,-315199.87,317149.87,
317932.55,251.6,-315982.55,317932.55,
318852.6,245.2,-316902.6,318852.6,
319829.66,233.4,-317879.66,319829.66,
320916.34,255.8,-318966.34,320916.34,
321817.45,249.2,-319867.45,321817.45,
323383.35,257.2,-321433.35,323383.35,
324166.92,260.4,-322216.92,324166.92,
325007.41,260.3,-323057.41,325007.41,
325823.0,260.5,-323873.0,325823.0,
326591.09,266.2,-324641.09,326591.09,
327435.84,264.0,-325485.84,327435.84,
328086.81,266.1,-326136.81,328086.81,
328770.75,270.1,-326820.75,328770.75,
329414.29,271.9,-327464.29,329414.29,
330053.33,275.1,-328103.33,330053.33,
331293.55,265.0,-329343.55,331293.55,
332144.12,271.7,-330194.12,332144.12,
332798.62,272.6,-330848.62,332798.62,
333500.09,273.1,-331550.09,333500.09,
333997.56,282.4,-332047.56,333997.56,
334349.5,289.1,-332399.5,334349.5,
334543.89,288.4,-332593.89,334543.89,
335102.31,298.6,-333152.31,335102.31,
335707.51,278.1,-333757.51,335707.51,
336377.54,285.8,-334427.54,336377.54,
336867.82,278.6,-334917.82,336867.82,
337516.67,270.5,-335566.67,337516.67,
338213.5,255.7,-336263.5,338213.5,
338991.44,241.9,-337041.44,338991.44,
339983.89,239.6,-338033.89,339983.89,
340735.08,234.2,-338785.08,340735.08,
342791.56,250.1,-340841.56,342791.56,
343923.59,200.7,-341973.59,343923.59,
345000.85,205.2,-343050.85,345000.85,
346320.91,204.8,-344370.91,346320.91,
347544.81,211.9,-345594.81,347544.81,
349139.09,220.3,-347189.09,349139.09,
351676.35,221.1,-349726.35,351676.35,
353174.6,216.2,-351224.6,353174.6,
354412.98,209.4,-352462.98,354412.98,
355817.77,209.2,-353867.77,355817.77,
359010.38,193.0,-357060.38,359010.38,
360683.84,186.1,-358733.84,360683.84,
362567.6,185.8,-360617.6,362567.6,
365190.23,201.2,-363240.23,365190.23,
368065.9,206.3,-366115.9,368065.9,
371385.87,201.9,-369435.87,371385.87,
373457.62,199.9,-371507.62,373457.62,
375204.6,214.7,-373254.6,375204.6,
377034.88,224.6,-375084.88,377034.88,
378760.24,229.6,-376810.24,378760.24,
