year reset dt,year reset,year,temp c,anom c,modern anom c,modern temp c,temp c resample 1000Y
224659,224659,-595229,-60.84999999999997,,,,
225292,225292,-594596,,-6.31,,,
225309,225309,-594579,-60.14999999999998,,,,
225879,225879,-594009,,-5.44,,,
225959,225959,-593929,-59.24999999999997,,,,
226437,226437,-593451,,-4.42,,,
226530,226530,-593358,-58.84999999999997,,,,
227017,227017,-592871,,-3.89,,,
227102,227102,-592786,-59.44999999999999,,,,
227582,227582,-592306,,-4.32,,,
227673,227673,-592215,-59.24999999999997,,,,
228172,228172,-591716,,-4.63,,,
228270,228270,-591618,-59.84999999999997,,,,
228755,228755,-591133,,-5.09,,,
228868,228868,-591020,-59.84999999999997,,,,
229364,229364,-590524,,-5.3,,,
229465,229465,-590423,-60.54999999999998,,,,
229976,229976,-589912,,-5.68,,,
230008,230008,-589880,-60.74999999999997,,,,
230537,230537,-589351,,-5.92,,,
230551,230551,-589337,-59.94999999999999,,,,
231022,231022,-588866,,-4.99,,,
231094,231094,-588794,-58.54999999999998,,,,
231501,231501,-588387,,-3.47,,,
231588,231588,-588300,-58.54999999999998,,,,
232008,232008,-587880,,-3.48,,,
232083,232083,-587805,-59.34999999999997,,,,
232524,232524,-587364,,-4.05,,,
232577,232577,-587311,-59.64999999999998,,,,
233060,233060,-586828,,-4.62,,,
233135,233135,-586753,-60.24999999999997,,,,
233633,233633,-586255,,-5.18,,,
233694,233694,-586194,-61.14999999999998,,,,
234218,234218,-585670,,-6.11,,,
234252,234252,-585636,-61.54999999999998,,,,
234789,234789,-585099,-61.74999999999997,,,,
234804,234804,-585084,,-6.73,,,
235317,235317,-584571,,-6.52,,,
235326,235326,-584562,-60.44999999999999,,,,
235848,235848,-584040,,-5.49,,,
235863,235863,-584025,-61.14999999999998,,,,
236353,236353,-583535,,-6.1,,,
236370,236370,-583518,-60.74999999999997,,,,
236854,236854,-583034,,-5.75,,,
236878,236878,-583010,-60.84999999999997,,,,
237385,237385,-582503,-61.84999999999997,,,,
237392,237392,-582496,,-5.9,,,
237853,237853,-582035,-61.64999999999998,,,,
237910,237910,-581978,,-6.89,,,
238322,238322,-581566,-61.04999999999998,,,,
238389,238389,-581499,,-7.03,,,
238790,238790,-581098,-60.64999999999998,,,,
238839,238839,-581049,,-6.31,,,
239164,239164,-580724,-59.74999999999997,,,,
239246,239246,-580642,,-5.72,,,
239539,239539,-580349,-59.14999999999998,,,,
239625,239625,-580263,,-4.81,,,
239913,239913,-579975,-59.04999999999998,,,,
239992,239992,-579896,,-4.23,,,
240231,240231,-579657,-58.44999999999999,,,,
240331,240331,-579557,,-4.1,,,
240550,240550,-579338,-57.84999999999997,,,,
240645,240645,-579243,,-3.45,,,
240868,240868,-579020,-58.04999999999998,,,,
240960,240960,-578928,,-2.81,,,
241132,241132,-578756,-57.04999999999998,,,,
241240,241240,-578648,,-3.04,,,
241395,241395,-578493,-56.54999999999998,,,,
241503,241503,-578385,,-2.31,,,
241659,241659,-578229,-56.24999999999997,,,,
241754,241754,-578134,,-1.46,,,
241905,241905,-577983,-56.34999999999997,,,,
242002,242002,-577886,,-1.07,,,
242151,242151,-577737,-56.24999999999997,,,,
242246,242246,-577642,,-1.16,,,
242397,242397,-577491,-56.34999999999997,,,,
242486,242486,-577402,,-1.06,,,
242635,242635,-577253,-56.34999999999997,,,,
242724,242724,-577164,,-1.1,,,
242874,242874,-577014,-56.14999999999998,,,,
242955,242955,-576933,,-1.08,,,
243112,243112,-576776,-56.64999999999998,,,,
243193,243193,-576695,,-0.92,,,
243350,243350,-576538,-57.04999999999998,,,,
243436,243436,-576452,,-1.36,,,
243589,243589,-576299,-56.84999999999997,,,,
243672,243672,-576216,,-1.71,,,
243827,243827,-576061,-56.94999999999999,,,,
243906,243906,-575982,,-1.83,,,
244065,244065,-575823,-57.64999999999998,,,,
244154,244154,-575734,,-1.95,,,
244302,244302,-575586,-57.24999999999997,,,,
244391,244391,-575497,,-2.27,,,
244540,244540,-575348,-57.24999999999997,,,,
244624,244624,-575264,,-1.87,,,
244768,244768,-575120,-57.34999999999997,,,,
244857,244857,-575031,,-1.83,,,
244995,244995,-574893,-57.34999999999997,,,,
245089,245089,-574799,,-1.95,,,
245223,245223,-574665,-57.24999999999997,,,,
245315,245315,-574573,,-2.11,,,
245437,245437,-574451,-57.24999999999997,,,,
245541,245541,-574347,,-1.73,,,
245650,245650,-574238,-57.14999999999998,,,,
245762,245762,-574126,,-1.73,,,
245864,245864,-574024,-56.94999999999999,,,,
245977,245977,-573911,,-1.62,,,
246059,246059,-573829,-56.64999999999998,,,,
246184,246184,-573704,,-1.42,,,
246255,246255,-573633,-56.44999999999999,,,,
246386,246386,-573502,,-1.14,,,
246450,246450,-573438,-56.84999999999997,,,,
246594,246594,-573294,,-0.99,,,
246640,246640,-573248,-56.64999999999998,,,,
246798,246798,-573090,,-1.37,,,
246829,246829,-573059,-56.64999999999998,,,,
247001,247001,-572887,,-1.22,,,
247019,247019,-572869,-56.84999999999997,,,,
247206,247206,-572682,-56.74999999999997,,,,
247207,247207,-572681,,-1.23,,,
247394,247394,-572494,-57.24999999999997,,,,
247410,247410,-572478,,-1.41,,,
247581,247581,-572307,-56.74999999999997,,,,
247621,247621,-572267,,-1.31,,,
247768,247768,-572120,-56.84999999999997,,,,
247822,247822,-572066,,-1.76,,,
247955,247955,-571933,-57.14999999999998,,,,
248024,248024,-571864,,-1.29,,,
248142,248142,-571746,-57.64999999999998,,,,
248230,248230,-571658,,-1.35,,,
248320,248320,-571568,-56.84999999999997,,,,
248446,248446,-571442,,-1.63,,,
248499,248499,-571389,-57.04999999999998,,,,
248645,248645,-571243,,-2.15,,,
248677,248677,-571211,-56.94999999999999,,,,
248847,248847,-571041,,-1.32,,,
248855,248855,-571033,-57.34999999999997,,,,
249034,249034,-570854,-57.34999999999997,,,,
249048,249048,-570840,,-1.53,,,
249212,249212,-570676,-57.04999999999998,,,,
249255,249255,-570633,,-1.43,,,
249383,249383,-570505,-57.24999999999997,,,,
249460,249460,-570428,,-1.86,,,
249554,249554,-570334,-56.94999999999999,,,,
249660,249660,-570228,,-1.79,,,
249725,249725,-570163,-56.94999999999999,,,,
249861,249861,-570027,,-1.51,,,
249893,249893,-569995,-56.94999999999999,,,,
250058,250058,-569830,,-1.69,,,
250061,250061,-569827,-57.04999999999998,,,,
250229,250229,-569659,-56.94999999999999,,,,
250253,250253,-569635,,-1.44,,,
250397,250397,-569491,-57.04999999999998,,,,
250448,250448,-569440,,-1.38,,,
250566,250566,-569322,-57.14999999999998,,,,
250644,250644,-569244,,-1.45,,,
250734,250734,-569154,-57.04999999999998,,,,
250837,250837,-569051,,-1.49,,,
250899,250899,-568989,-57.04999999999998,,,,
251031,251031,-568857,,-1.42,,,
251065,251065,-568823,-57.14999999999998,,,,
251226,251226,-568662,,-1.48,,,
251230,251230,-568658,-56.94999999999999,,,,
251394,251394,-568494,-57.04999999999998,,,,
251419,251419,-568469,,-1.61,,,
251558,251558,-568330,-56.64999999999998,,,,
251610,251610,-568278,,-1.5,,,
251722,251722,-568166,-57.04999999999998,,,,
251804,251804,-568084,,-1.48,,,
251888,251888,-568000,-57.34999999999997,,,,
251993,251993,-567895,,-1.64,,,
252055,252055,-567833,-57.04999999999998,,,,
252182,252182,-567706,,-1.42,,,
252221,252221,-567667,-57.14999999999998,,,,
252364,252364,-567524,,-1.47,,,
252386,252386,-567502,-56.94999999999999,,,,
252550,252550,-567338,-57.04999999999998,,,,
252553,252553,-567335,,-1.09,,,
252715,252715,-567173,-56.94999999999999,,,,
252745,252745,-567143,,-1.49,,,
252884,252884,-567004,-57.44999999999999,,,,
252933,252933,-566955,,-1.77,,,
253054,253054,-566834,-57.24999999999997,,,,
253122,253122,-566766,,-1.51,,,
253223,253223,-566665,-56.74999999999997,,,,
253306,253306,-566582,,-1.59,,,
253394,253394,-566494,-56.94999999999999,,,,
253492,253492,-566396,,-1.38,,,
253564,253564,-566324,-57.34999999999997,,,,
253677,253677,-566211,,-1.54,,,
253735,253735,-566153,-57.14999999999998,,,,
253869,253869,-566019,,-1.44,,,
253911,253911,-565977,-57.54999999999998,,,,
254057,254057,-565831,,-1.93,,,
254088,254088,-565800,-57.34999999999997,,,,
254236,254236,-565652,,-1.68,,,
254264,254264,-565624,-57.44999999999999,,,,
254418,254418,-565470,,-1.22,,,
254439,254439,-565449,-57.34999999999997,,,,
254607,254607,-565281,,-1.42,,,
254614,254614,-565274,-57.34999999999997,,,,
254789,254789,-565099,-57.14999999999998,,,,
254791,254791,-565097,,-1.87,,,
254971,254971,-564917,-57.54999999999998,,,,
254981,254981,-564907,,-1.44,,,
255152,255152,-564736,-57.74999999999997,,,,
255167,255167,-564721,,-2.02,,,
255334,255334,-564554,-57.74999999999997,,,,
255354,255354,-564534,,-1.8,,,
255514,255514,-564374,-57.54999999999998,,,,
255540,255540,-564348,,-1.89,,,
255694,255694,-564194,-57.54999999999998,,,,
255724,255724,-564164,,-1.84,,,
255874,255874,-564014,-57.14999999999998,,,,
255905,255905,-563983,,-1.82,,,
256064,256064,-563824,-57.64999999999998,,,,
256093,256093,-563795,,-1.63,,,
256253,256253,-563635,-58.14999999999998,,,,
256284,256284,-563604,,-2.08,,,
256443,256443,-563445,-58.04999999999998,,,,
256473,256473,-563415,,-2.27,,,
256642,256642,-563246,-58.34999999999997,,,,
256659,256659,-563229,,-2.21,,,
256842,256842,-563046,-58.24999999999997,,,,
256844,256844,-563044,,-2.07,,,
257023,257023,-562865,,-2.05,,,
257041,257041,-562847,-58.64999999999998,,,,
257211,257211,-562677,,-2.58,,,
257247,257247,-562641,-58.44999999999999,,,,
257406,257406,-562482,,-2.21,,,
257454,257454,-562434,-58.74999999999997,,,,
257600,257600,-562288,,-2.49,,,
257660,257660,-562228,-58.74999999999997,,,,
257799,257799,-562089,,-2.59,,,
257878,257878,-562010,-59.04999999999998,,,,
257997,257997,-561891,,-2.87,,,
258097,258097,-561791,-59.04999999999998,,,,
258202,258202,-561686,,-2.81,,,
258315,258315,-561573,-59.34999999999997,,,,
258405,258405,-561483,,-3.22,,,
258547,258547,-561341,-59.34999999999997,,,,
258613,258613,-561275,,-3.06,,,
258779,258779,-561109,-59.94999999999999,,,,
258823,258823,-561065,,-3.33,,,
259011,259011,-560877,-59.74999999999997,,,,
259039,259039,-560849,,-3.4,,,
259255,259255,-560633,-59.84999999999997,,,,
259256,259256,-560632,,-3.66,,,
259481,259481,-560407,,-3.7,,,
259500,259500,-560388,-60.24999999999997,,,,
259708,259708,-560180,,-4.0,,,
259744,259744,-560144,-60.24999999999997,,,,
259949,259949,-559939,,-4.07,,,
260001,260001,-559887,-60.34999999999997,,,,
260189,260189,-559699,,-4.64,,,
260257,260257,-559631,-60.54999999999998,,,,
260434,260434,-559454,,-4.49,,,
260514,260514,-559374,-60.44999999999999,,,,
260689,260689,-559199,,-4.65,,,
260803,260803,-559085,-61.14999999999998,,,,
260948,260948,-558940,,-5.0,,,
261092,261092,-558796,-61.64999999999998,,,,
261213,261213,-558675,,-5.21,,,
261381,261381,-558507,-61.84999999999997,,,,
261486,261486,-558402,,-5.43,,,
261661,261661,-558227,-60.94999999999999,,,,
261761,261761,-558127,,-5.48,,,
261940,261940,-557948,-60.84999999999997,,,,
262060,262060,-557828,,-5.75,,,
262220,262220,-557668,-60.24999999999997,,,,
262377,262377,-557511,,-6.48,,,
262497,262497,-557391,-60.24999999999997,,,,
262705,262705,-557183,,-6.77,,,
262774,262774,-557114,-59.74999999999997,,,,
263015,263015,-556873,,-6.86,,,
263051,263051,-556837,-60.04999999999998,,,,
263324,263324,-556564,,-6.15,,,
263325,263325,-556563,-59.34999999999997,,,,
263599,263599,-556289,-59.14999999999998,,,,
263624,263624,-556264,,-5.66,,,
263873,263873,-556015,-59.44999999999999,,,,
263927,263927,-555961,,-5.49,,,
264127,264127,-555761,-58.34999999999997,,,,
264222,264222,-555666,,-5.38,,,
264382,264382,-555506,-58.14999999999998,,,,
264530,264530,-555358,,-4.95,,,
264636,264636,-555252,-57.84999999999997,,,,
264825,264825,-555063,,-5.07,,,
264914,264914,-554974,-58.34999999999997,,,,
265119,265119,-554769,,-4.41,,,
265193,265193,-554695,-58.74999999999997,,,,
265427,265427,-554461,,-4.21,,,
265471,265471,-554417,-59.54999999999998,,,,
265712,265712,-554176,,-4.67,,,
265789,265789,-554099,-59.54999999999998,,,,
265994,265994,-553894,,-3.25,,,
266108,266108,-553780,-60.04999999999998,,,,
266275,266275,-553613,,-3.09,,,
266426,266426,-553462,-60.34999999999997,,,,
266573,266573,-553315,,-3.35,,,
266801,266801,-553087,-61.24999999999997,,,,
266890,266890,-552998,,-4.04,,,
267176,267176,-552712,-61.14999999999998,,,,
267234,267234,-552654,,-4.52,,,
267551,267551,-552337,-61.94999999999999,,,,
267588,267588,-552300,,-4.68,,,
267926,267926,-551962,-61.24999999999997,,,,
267964,267964,-551924,,-5.07,,,
268302,268302,-551586,-61.24999999999997,,,,
268357,268357,-551531,,-5.42,,,
268677,268677,-551211,-60.64999999999998,,,,
268791,268791,-551097,,-6.23,,,
269055,269055,-550833,-60.34999999999997,,,,
269231,269231,-550657,,-6.29,,,
269434,269434,-550454,-60.84999999999997,,,,
269709,269709,-550179,,-6.94,,,
269812,269812,-550076,-61.54999999999998,,,,
270165,270165,-549723,,-6.48,,,
270237,270237,-549651,-61.84999999999997,,,,
270630,270630,-549258,,-6.28,,,
270663,270663,-549225,-61.84999999999997,,,,
271077,271077,-548811,,-5.58,,,
271088,271088,-548800,-61.64999999999998,,,,
271516,271516,-548372,,-5.35,,,
271561,271561,-548327,-61.74999999999997,,,,
271983,271983,-547905,,-6.14,,,
272034,272034,-547854,-62.64999999999998,,,,
272490,272490,-547398,,-6.81,,,
272507,272507,-547381,-62.84999999999997,,,,
273020,273020,-546868,,-7.2,,,
273032,273032,-546856,-62.74999999999997,,,,
273557,273557,-546331,-62.54999999999998,,,,
273558,273558,-546330,,-7.17,,,
274082,274082,-545806,-62.54999999999998,,,,
274092,274092,-545796,,-6.82,,,
274619,274619,-545269,-62.24999999999997,,,,
274636,274636,-545252,,-7.17,,,
275157,275157,-544731,-62.04999999999998,,,,
275234,275234,-544654,,-7.91,,,
275694,275694,-544194,-61.94999999999999,,,,
275853,275853,-544035,,-8.14,,,
276262,276262,-543626,-62.14999999999998,,,,
276471,276471,-543417,,-8.12,,,
276830,276830,-543058,-62.24999999999997,,,,
277080,277080,-542808,,-8.13,,,
277398,277398,-542490,-62.24999999999997,,,,
277689,277689,-542199,,-7.64,,,
277989,277989,-541899,-62.24999999999997,,,,
278284,278284,-541604,,-7.35,,,
278579,278579,-541309,-62.34999999999997,,,,
278874,278874,-541014,,-7.24,,,
279170,279170,-540718,-62.54999999999998,,,,
279457,279457,-540431,,-7.1,,,
279723,279723,-540165,-62.34999999999997,,,,
280050,280050,-539838,,-7.28,,,
280275,280275,-539613,-61.44999999999999,,,,
280650,280650,-539238,,-7.43,,,
280828,280828,-539060,-61.54999999999998,,,,
281249,281249,-538639,,-7.55,,,
281382,281382,-538506,-61.64999999999998,,,,
281847,281847,-538041,,-7.46,,,
281935,281935,-537953,-61.54999999999998,,,,
282447,282447,-537441,,-7.56,,,
282489,282489,-537399,-61.74999999999997,,,,
283054,283054,-536834,,-7.77,,,
283062,283062,-536826,-61.44999999999999,,,,
283634,283634,-536254,-62.04999999999998,,,,
283644,283644,-536244,,-7.53,,,
284186,284186,-535702,,-6.47,,,
284207,284207,-535681,-62.04999999999998,,,,
284725,284725,-535163,,-6.76,,,
284810,284810,-535078,-62.54999999999998,,,,
285263,285263,-534625,,-6.82,,,
285412,285412,-534476,-62.24999999999997,,,,
285794,285794,-534094,,-6.76,,,
286015,286015,-533873,-62.54999999999998,,,,
286330,286330,-533558,,-6.99,,,
286563,286563,-533325,-61.94999999999999,,,,
286844,286844,-533044,,-6.64,,,
287110,287110,-532778,-62.14999999999998,,,,
287379,287379,-532509,,-7.2,,,
287658,287658,-532230,-61.54999999999998,,,,
287912,287912,-531976,,-7.24,,,
288111,288111,-531777,-60.84999999999997,,,,
288463,288463,-531425,,-7.71,,,
288564,288564,-531324,-60.24999999999997,,,,
288997,288997,-530891,,-7.48,,,
289017,289017,-530871,-60.04999999999998,,,,
289417,289417,-530471,-59.34999999999997,,,,
289536,289536,-530352,,-7.71,,,
289816,289816,-530072,-59.34999999999997,,,,
290043,290043,-529845,,-7.12,,,
290216,290216,-529672,-59.04999999999998,,,,
290554,290554,-529334,,-7.33,,,
290626,290626,-529262,-59.24999999999997,,,,
291034,291034,-528854,,-6.75,,,
291035,291035,-528853,-59.54999999999998,,,,
291445,291445,-528443,-59.94999999999999,,,,
291481,291481,-528407,,-6.07,,,
291859,291859,-528029,-59.34999999999997,,,,
291899,291899,-527989,,-5.43,,,
292273,292273,-527615,-59.74999999999997,,,,
292304,292304,-527584,,-5.18,,,
292681,292681,-527207,,-4.5,,,
292687,292687,-527201,-59.84999999999997,,,,
293055,293055,-526833,,-4.44,,,
293096,293096,-526792,-59.94999999999999,,,,
293416,293416,-526472,,-4.14,,,
293504,293504,-526384,-59.34999999999997,,,,
293782,293782,-526106,,-4.31,,,
293913,293913,-525975,-59.34999999999997,,,,
294155,294155,-525733,,-4.58,,,
294324,294324,-525564,-59.94999999999999,,,,
294539,294539,-525349,,-4.9,,,
294736,294736,-525152,-59.44999999999999,,,,
294903,294903,-524985,,-4.42,,,
295147,295147,-524741,-59.54999999999998,,,,
295279,295279,-524609,,-4.82,,,
295553,295553,-524335,-59.34999999999997,,,,
295654,295654,-524234,,-4.86,,,
295959,295959,-523929,-59.64999999999998,,,,
296030,296030,-523858,,-4.93,,,
296365,296365,-523523,-59.64999999999998,,,,
296386,296386,-523502,,-4.64,,,
296739,296739,-523149,,-4.35,,,
296748,296748,-523140,-59.94999999999999,,,,
297110,297110,-522778,,-4.84,,,
297131,297131,-522757,-58.64999999999998,,,,
297463,297463,-522425,,-4.29,,,
297514,297514,-522374,-58.54999999999998,,,,
297816,297816,-522072,,-4.51,,,
297885,297885,-522003,-58.54999999999998,,,,
298163,298163,-521725,,-4.3,,,
298256,298256,-521632,-58.54999999999998,,,,
298517,298517,-521371,,-4.61,,,
298627,298627,-521261,-59.04999999999998,,,,
298869,298869,-521019,,-4.55,,,
298985,298985,-520903,-58.24999999999997,,,,
299228,299228,-520660,,-4.84,,,
299343,299343,-520545,-58.64999999999998,,,,
299548,299548,-520340,,-3.58,,,
299701,299701,-520187,-58.44999999999999,,,,
299860,299860,-520028,,-3.4,,,
300060,300060,-519828,-58.54999999999998,,,,
300174,300174,-519714,,-3.47,,,
300420,300420,-519468,-58.64999999999998,,,,
300485,300485,-519403,,-3.4,,,
300779,300779,-519109,-58.44999999999999,,,,
300811,300811,-519077,,-3.94,,,
301112,301112,-518776,,-3.12,,,
301139,301139,-518749,-58.64999999999998,,,,
301422,301422,-518466,,-3.45,,,
301499,301499,-518389,-58.64999999999998,,,,
301727,301727,-518161,,-3.75,,,
301859,301859,-518029,-58.74999999999997,,,,
302034,302034,-517854,,-3.41,,,
302220,302220,-517668,-58.64999999999998,,,,
302343,302343,-517545,,-3.48,,,
302582,302582,-517306,-59.24999999999997,,,,
302645,302645,-517243,,-3.23,,,
302943,302943,-516945,-58.74999999999997,,,,
302953,302953,-516935,,-3.45,,,
303260,303260,-516628,,-3.47,,,
303323,303323,-516565,-59.54999999999998,,,,
303571,303571,-516317,,-3.59,,,
303704,303704,-516184,-59.54999999999998,,,,
303878,303878,-516010,,-3.46,,,
304084,304084,-515804,-59.64999999999998,,,,
304201,304201,-515687,,-4.01,,,
304455,304455,-515433,-59.24999999999997,,,,
304509,304509,-515379,,-3.51,,,
304826,304826,-515062,-59.24999999999997,,,,
304840,304840,-515048,,-4.28,,,
305172,305172,-514716,,-4.31,,,
305197,305197,-514691,-59.64999999999998,,,,
305509,305509,-514379,,-4.48,,,
305591,305591,-514297,-60.14999999999998,,,,
305832,305832,-514056,,-4.01,,,
305985,305985,-513903,-60.24999999999997,,,,
306157,306157,-513731,,-4.08,,,
306379,306379,-513509,-60.04999999999998,,,,
306495,306495,-513393,,-4.46,,,
306780,306780,-513108,-59.94999999999999,,,,
306849,306849,-513039,,-4.98,,,
307180,307180,-512708,-60.54999999999998,,,,
307205,307205,-512683,,-5.0,,,
307556,307556,-512332,,-4.84,,,
307581,307581,-512307,-60.74999999999997,,,,
307905,307905,-511983,,-4.77,,,
307992,307992,-511896,-60.64999999999998,,,,
308275,308275,-511613,,-5.38,,,
308402,308402,-511486,-60.64999999999998,,,,
308653,308653,-511235,,-5.62,,,
308813,308813,-511075,-60.74999999999997,,,,
309029,309029,-510859,,-5.49,,,
309236,309236,-510652,-60.94999999999999,,,,
309406,309406,-510482,,-5.53,,,
309658,309658,-510230,-60.94999999999999,,,,
309789,309789,-510099,,-5.63,,,
310081,310081,-509807,-60.84999999999997,,,,
310180,310180,-509708,,-5.86,,,
310504,310504,-509384,-60.74999999999997,,,,
310571,310571,-509317,,-5.83,,,
310927,310927,-508961,-60.64999999999998,,,,
310962,310962,-508926,,-5.76,,,
311350,311350,-508538,-60.84999999999997,,,,
311351,311351,-508537,,-5.67,,,
311738,311738,-508150,,-5.55,,,
311789,311789,-508099,-60.74999999999997,,,,
312134,312134,-507754,,-5.78,,,
312229,312229,-507659,-60.94999999999999,,,,
312530,312530,-507358,,-5.73,,,
312668,312668,-507220,-61.04999999999998,,,,
312936,312936,-506952,,-5.94,,,
313063,313063,-506825,-59.94999999999999,,,,
313345,313345,-506543,,-6.0,,,
313459,313459,-506429,-59.54999999999998,,,,
