Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
295519.24,139406.63,52.4980984,-6.5942192,113,Enniscorthy,Wexford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1967,107.4,130.3,47.3,41.8,186.5,18.5,81.6,72.2,173.5,172.9,77.9,53.6
1968,147.1,45.9,71.5,99.6,66.6,63.9,76.4,73.2,165.2,127.1,172.6,180
1969,228.2,46.2,94.3,67.9,111.7,33.2,50.7,51.8,28.1,18.4,82,145.9
1970,230.7,106.2,47.8,77.8,14.4,54.3,100.4,84.1,84.3,24.6,218.3,94.4
1971,138.5,43.1,66.1,51,53.9,61.2,60,64.5,20.8,92.5,77.5,95.9
1972,203.6,151.5,84.6,85.4,137.9,67.3,75,32.1,6.4,98.3,161.4,171.5
1973,122.2,56.7,34.6,50,117.1,29.8,70.8,85.9,163.8,70.2,106.1,162.3
1974,297.2,101.5,68.5,35.4,142.8,30.1,92.1,79.5,215,38.8,119.7,90.5
1975,177.4,76.3,59.4,67.7,28.2,21.2,78,44.1,118.3,123.5,93.1,31.5
1976,86.9,57.3,125.3,29.4,82.6,41.2,71.5,9.1,134.6,236.8,66,92.4
1977,125.5,239.2,132,85.6,47.9,78.8,23.7,96.3,82.2,219.1,82.9,218.1
1978,116.8,177.1,85,80.7,26.6,50.8,77.2,111,20.1,35.5,88.3,293.3
1979,89.2,106.4,133.1,66.4,121.6,46.8,26.3,134.8,47.8,215,101.3,173.6
1980,159.8,155,127.8,21.5,30.6,68.5,97.4,132.4,133.2,163.8,103.2,95.7
1981,34.9,104.2,202.1,44.6,170.5,79.4,40.5,16.1,168.1,113.3,85.5,209.8
1982,132.4,136.9,120.5,44.4,66.9,152.9,17.9,79.1,171,179.7,173.3,120.9
1983,113.9,94.6,107.9,72.4,116.9,47.8,75.5,65.6,143.3,116.9,36.6,171.6
1984,171.2,94.6,67.5,63.4,26.8,26.6,36.8,47,87.4,120.8,190,158.4
1985,94.7,124.6,120.4,94.5,64.2,99.1,57.5,195.1,59,67.8,125.2,143.3
1986,135,3.1,143.3,77.4,129.5,95.6,60,210.9,3.8,90.5,157.2,209.4
1987,80.6,100.4,121.7,118.7,46.9,112.8,30.8,71.4,119.1,148.3,83.3,137.4
1988,262,71.3,115.9,66.6,118.8,44.8,168.2,140.6,65,202,79.1,69.2
1989,106.7,95.6,147.7,86.9,13,72.6,16.8,114.6,79.5,121.8,91.3,194.6
1990,149.6,202.4,26.9,35.6,38.9,112.5,53.2,51,66.2,167.8,90,93.4
1991,100.4,119.2,135.8,120.1,2.3,98.6,95.8,26.3,104.6,171.4,124.1,40.5
1992,40.4,83.3,103.9,111.4,55.8,20.8,122.1,113.1,121.2,36.5,129.3,113.3
1993,131.9,38.7,84.6,116.4,232.5,100.2,72.3,39.4,181.8,73.5,104,110
