Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
182877.68,60742.1,51.7992369,-8.2488888,40,Roches Point,Cork,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1986,104.1,6,97.7,49.4,120.9,116.9,59,276.3,5.9,77.1,113,192.6
1987,66,131.8,124.7,106.5,28.8,87.1,31.6,72.5,127.2,125,66.9,154
1988,246.9,53.3,123.8,68.4,85,52.6,142.4,137.7,30.8,239,54.7,44.2
1989,76,98.4,158.2,76.3,27.5,42,32.9,101.4,64.6,129,85.6,216.2
1990,121.1,180.4,12.9,21.1,38.8,130.2,70.8,41.8,32.8,132.2,45.2,87.5
1991,102.3,105.4,129.9,112.9,4.2,95.8,90.5,21,107.2,138.5,127.9,20.3
1992,35,69,60.9,94.8,92.2,27.2,124.2,118.9,103.6,28.8,131.8,76.5
1993,147,18.1,70,102.3,149.7,100.4,93.3,28.4,201.9,47.2,113.4,172.8
1994,134.5,205.7,94.7,91.2,116.7,47,128.7,71.3,66.3,81.8,136.4,166.2
1995,155.4,143.3,91.1,22.2,72.1,21.4,83.7,11.9,63.8,219,114.9,151.2
1996,188.7,117.9,188.3,107,65.1,47.9,69.4,138.9,34.5,224,110.3,44.3
1997,53.4,135,29.3,44.9,61.8,104.5,49.3,238.5,68.3,105.7,201.5,111
1998,155.2,17.7,100.7,130.1,49.2,132.9,76.4,109.6,85.5,156.2,128.6,153.9
1999,122.5,24.3,50,99.9,52.8,36.5,21.8,206,168.2,74.7,72.1,168.9
2000,44.5,96.5,21.4,44.4,68.2,70.3,63,43.2,100.8,172.1,178.4,163.1
2001,75.3,112.8,108.8,65.9,21.2,59.6,121.3,159.4,66.4,118.9,29.3,63
2002,210.8,124.5,55.5,106.5,152.1,108.6,56.1,48.5,35,199.8,200.7,125.1
2003,65.9,70.4,66.7,115,101.9,110.3,98.9,23.8,51.9,25.9,116.8,63.3
2004,93.7,67.6,112.1,55.5,43.2,103.1,56.5,184,92.6,156.2,32.7,61.6
2005,108.3,26,77.8,125.4,88.2,55.2,108.5,53.8,104,205,101.6,64.8
2006,42.5,25.1,105,28,125.7,15.3,60.4,72.1,167.3,172.6,144.9,159.1
2007,76.4,123.4,83.5,25.3,60.3,161.8,119.9,82.9,33.7,59.8,53.5,116.8
2008,169.7,43.3,106.1,50.2,70.7,142.8,152.7,168.7,115.7,130.1,74.2,52.3
2009,175.6,14.8,38.4,149.3,80.1,87.4,210,160.3,50.3,168.8,217.6,137
2010,109.3,37.1,89.9,38.2,44.2,65.4,123.2,17.6,76.1,110.3,80,58.2
