Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
287831.33,345772.01,54.3530737,-6.6499043,62,Armagh,Armagh,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1993,90.3,17.5,39,82.3,129.8,64.9,78.8,57.8,97.7,40.1,45.1,141.9
1994,90.7,107.9,86.8,66.7,39.7,37.6,59.2,62.4,63.2,38.4,56,109.5
1995,103,89.3,60.4,32.9,25.9,28.9,40.6,10.4,60.3,134.6,151.2,39.9
1996,77,66,48.5,93.2,78.9,23,54.1,83.5,27.5,76.1,76.1,48.2
1997,18.9,94.6,29.2,34.6,84.6,91.6,95.3,43,35.6,67.4,82.2,85.5
1998,111.6,15.6,51.3,76.8,37.6,84.8,85.6,55.1,53.4,118.4,70.2,89.9
1999,107.3,50.9,38.9,63.6,48.2,40.2,39.6,65.1,158.9,30.5,79.7,153.6
2000,29.3,79,28.2,105.6,45.2,51.5,13.4,110.6,89.6,109.1,102.1,116.5
2001,35.6,43,55.4,63.3,51.7,51.5,41.1,88.1,52.2,80.3,41.9,43.4
2002,79.2,110,56.8,113.3,107.8,76.7,97.7,41.4,39.9,158.1,133.9,50.8
2003,70.4,53.7,32.2,31.6,108.7,89.3,78.8,17.4,52.5,31.9,64.9,54
2004,79.5,27.4,58.6,53.4,52,67.6,50,100.9,77.9,143.6,37,54.4
2005,87,39.8,47.5,53.5,84.7,38,67.1,57.3,68.4,91.8,47.3,68.3
2006,30.4,30.1,90.8,45.5,95.9,14.8,58.1,62.5,112.6,114.1,82.6,94
2007,78.5,45,67.1,16.3,50.2,135.5,131.2,110,26,26.2,58.9,80.8
2008,133.6,33.7,90.4,20.1,20.4,44,95.1,151.4,98.4,79.3,37,56.6
2009,64.7,19.6,31.3,91.2,77.9,56.8,97.7,125,23.9,85,172,48
2010,44.3,41.6,83.9,33.8,42.1,63.3,122.5,41.4,132,38.9,115.2,38
